Date,Adj Close,Close,High,Low,Open,Volume
2025-01-02,212.22999572753903,212.22999572753903,213.1999969482422,201.61099243164065,206.0,736200
2025-01-03,215.58999633789065,215.58999633789065,220.4900054931641,212.5,215.0,839800
2025-01-06,218.1999969482422,218.1999969482422,225.0,212.0,221.38999938964844,802600
2025-01-07,212.71499633789065,212.71499633789065,221.5500030517578,206.16000366210935,220.5399932861328,669200
2025-01-08,215.58999633789065,215.58999633789065,218.625,203.0,211.27999877929688,1001300
2025-01-10,221.8000030517578,221.8000030517578,227.47999572753903,214.0,220.72000122070312,1800200
2025-01-13,212.4900054931641,212.4900054931641,220.1199951171875,210.0,219.0,557300
2025-01-14,220.25,220.25,224.1100006103516,216.0319976806641,217.0,699300
2025-01-15,226.38999938964844,226.38999938964844,231.38999938964844,221.1999969482422,226.6999969482422,1289500
2025-01-16,234.16000366210935,234.16000366210935,235.62399291992188,228.0,230.47000122070312,1667100
2025-01-17,234.9499969482422,234.9499969482422,236.8600006103516,230.59500122070312,234.55999755859372,1014600
2025-01-21,243.63999938964844,243.63999938964844,249.4850006103516,239.0,240.25999450683597,1422000
2025-01-22,249.9900054931641,249.9900054931641,253.906005859375,247.5,249.72000122070312,1169900
2025-01-23,247.1199951171875,247.1199951171875,258.0299987792969,246.31500244140625,249.8000030517578,1172200
2025-01-24,245.05999755859372,245.05999755859372,250.82000732421875,241.7100067138672,247.72999572753903,890900
2025-01-27,192.16000366210935,192.16000366210935,217.1999969482422,187.0,217.0,4655000
2025-01-28,204.4199981689453,204.4199981689453,206.27999877929688,190.5,199.1999969482422,2680300
2025-01-29,214.0,214.0,218.1199951171875,206.0,209.91000366210935,2021100
2025-01-30,224.9499969482422,224.9499969482422,230.0,218.5850067138672,221.05999755859372,1440900
2025-01-31,221.72999572753903,221.72999572753903,231.18899536132807,220.2899932861328,227.47000122070312,1038600
2025-02-03,230.8500061035156,230.8500061035156,232.22000122070312,213.30099487304688,213.72999572753903,1204800
2025-02-04,234.4199981689453,234.4199981689453,235.0,221.0800018310547,231.27999877929688,991100
2025-02-05,235.8500061035156,235.8500061035156,241.7899932861328,231.47000122070312,237.8999938964844,826200
