ticker,as_of_date,source_name,source_reference,source_freshness_date,currency,revenue_growth_yoy,eps_growth_yoy,gross_margin,operating_margin,debt_to_equity,fundamental_notes
AAPL,2026-04-30,Apple Newsroom FY2026 Q2 earnings release,https://www.apple.com/newsroom/2026/04/apple-reports-second-quarter-results/,2026-04-30,,0.17,0.22,,,,validated ME-DATA07 operator import; snapshot=me-data09-aapl-fy2026-q2-20260719T150409Z
