Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,MA200,ATR14,20D_HIGH,20D_LOW,AVG_VOL_20
2025-03-17,505.20001220703125,517.2000122070312,504.0,513.760009765625,513.760009765625,1108800,,,,,,,
2025-03-18,513.0800170898438,516.5,508.5199890136719,512.22998046875,512.22998046875,1335400,,,,,,,
2025-03-19,512.010009765625,514.8200073242188,505.0,512.52001953125,512.52001953125,1124000,,,,,,,
2025-03-20,509.989990234375,515.6699829101562,505.489990234375,510.17999267578125,510.17999267578125,1064700,,,,,,,
2025-03-21,505.4200134277344,510.0799865722656,501.07000732421875,503.20001220703125,503.20001220703125,2280500,,,,,,,
2025-03-24,505.0,513.97998046875,501.0,511.739990234375,511.739990234375,1237600,,,,,,,
2025-03-25,511.7799987792969,512.7100219726562,503.989990234375,509.0400085449219,509.0400085449219,1006600,,,,,,,
2025-03-26,504.8699951171875,508.6400146484375,497.7799987792969,500.2799987792969,500.2799987792969,1328700,,,,,,,
2025-03-27,498.5899963378906,506.5400085449219,498.5899963378906,502.54998779296875,502.54998779296875,1233500,,,,,,,
2025-03-28,504.7900085449219,504.7900085449219,491.3699951171875,492.69000244140625,492.69000244140625,1280600,,,,,,,
2025-03-31,487.1300048828125,487.1300048828125,471.5,484.82000732421875,484.82000732421875,2231900,,,,,,,
2025-04-01,486.2699890136719,491.92999267578125,480.95001220703125,484.739990234375,484.739990234375,1249500,,,,,,,
2025-04-02,481.6400146484375,487.92999267578125,480.4200134277344,483.489990234375,483.489990234375,988400,,,,,,,
2025-04-03,480.010009765625,494.489990234375,480.010009765625,484.010009765625,484.010009765625,2063800,,,,11.341428484235491,,,
2025-04-04,484.3500061035156,499.07000732421875,473.6400146484375,474.6199951171875,474.6199951171875,2884300,,,,12.214998517717634,,,
2025-04-07,465.92999267578125,481.739990234375,448.1400146484375,474.55999755859375,474.55999755859375,2712400,,,,14.044995989118304,,,
2025-04-08,477.20001220703125,483.94000244140625,466.9800109863281,472.3699951171875,472.3699951171875,2391400,,,,14.554994855608259,,,
2025-04-09,460.0199890136719,487.1499938964844,452.0,482.29998779296875,482.29998779296875,3171700,,,,16.338566371372767,,,
2025-04-10,478.989990234375,480.0,455.69000244140625,475.489990234375,475.489990234375,2252300,,,,17.588566371372767,,,
2025-04-11,477.1099853515625,486.9700012207031,468.29998779296875,484.2200012207031,484.2200012207031,1574200,493.4404983520508,,,17.99499729701451,517.2000122070312,448.1400146484375,1726015.0
2025-04-14,487.010009765625,498.6400146484375,484.20001220703125,495.8299865722656,495.8299865722656,1362200,492.5439971923828,,,18.40356663295201,516.5,448.1400146484375,1738685.0
2025-04-15,499.0,501.9100036621094,493.1199951171875,500.489990234375,500.489990234375,1030700,491.9569976806641,,,18.227137974330358,515.6699829101562,448.1400146484375,1723450.0
2025-04-16,500.9700012207031,502.2200012207031,483.42999267578125,485.8900146484375,485.8900146484375,1391300,490.62549743652346,,,19.00142342703683,515.6699829101562,448.1400146484375,1736815.0
2025-04-17,492.2300109863281,492.2300109863281,485.0799865722656,489.1000061035156,489.1000061035156,1205500,489.57149810791014,,,18.55356706891741,513.97998046875,448.1400146484375,1743855.0
2025-04-21,488.0,490.8299865722656,472.8999938964844,477.5199890136719,477.5199890136719,1176300,488.28749694824216,,,18.320709228515625,513.97998046875,448.1400146484375,1688645.0
2025-04-22,483.8299865722656,491.79998779296875,480.55999755859375,490.4700012207031,490.4700012207031,1131300,487.22399749755857,,,18.556424822126115,512.7100219726562,448.1400146484375,1683330.0
2025-04-23,488.2699890136719,498.4100036621094,484.9700012207031,492.4200134277344,492.4200134277344,1247300,486.3929977416992,,,18.979997907366073,508.6400146484375,448.1400146484375,1695365.0
2025-04-24,492.4200134277344,494.1000061035156,486.6499938964844,492.4700012207031,492.4700012207031,1369100,486.0024978637695,,,18.477857317243302,506.5400085449219,448.1400146484375,1697385.0
2025-04-25,492.5400085449219,494.9200134277344,484.5,493.8399963378906,493.8399963378906,1561500,485.56699829101564,,,17.405715942382812,504.7900085449219,448.1400146484375,1713785.0
2025-04-28,495.3999938964844,498.6499938964844,490.3699951171875,496.489990234375,496.489990234375,1503300,485.7569976806641,,,15.597146170479911,502.2200012207031,448.1400146484375,1724920.0
2025-04-29,494.260009765625,506.9599914550781,490.8500061035156,503.5,503.5,1254900,486.6909973144531,,,15.536431448800224,506.9599914550781,448.1400146484375,1676070.0
2025-04-30,500.7900085449219,510.7699890136719,497.3399963378906,509.5,509.5,1445700,487.9289978027344,,,13.985002790178571,510.7699890136719,448.1400146484375,1685880.0
2025-05-01,507.0,507.75,498.2099914550781,498.8599853515625,498.8599853515625,1452300,488.69749755859374,,,12.890718732561384,510.7699890136719,448.1400146484375,1709075.0
2025-05-02,505.8599853515625,509.0,498.0299987792969,501.1499938964844,501.1499938964844,1653600,489.5544967651367,,,12.34071786063058,510.7699890136719,448.1400146484375,1688565.0
2025-05-05,501.45001220703125,505.6099853515625,498.0199890136719,500.19000244140625,500.19000244140625,1669600,490.83299713134767,,,11.851431710379464,510.7699890136719,448.1400146484375,1627830.0
2025-05-06,465.55999755859375,467.8500061035156,428.54998779296875,450.0299987792969,450.0299987792969,8000700,489.6064971923828,,,16.34071786063058,510.7699890136719,428.54998779296875,1892245.0
