Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,MA200,ATR14,20D_HIGH,20D_LOW,AVG_VOL_20
2025-03-18,34.59000015258789,34.65999984741211,32.9900016784668,33.970001220703125,33.593353271484375,5358600,,,,,,,
2025-03-19,34.439998626708984,35.77000045776367,34.150001525878906,35.310001373291016,34.91849899291992,4510700,,,,,,,
2025-03-20,34.56999969482422,35.470001220703125,34.369998931884766,34.84000015258789,34.453704833984375,3102800,,,,,,,
2025-03-21,33.93000030517578,34.08000183105469,33.45000076293945,33.95000076293945,33.57357406616211,4720600,,,,,,,
2025-03-24,34.45500183105469,34.630001068115234,33.310001373291016,33.470001220703125,33.09889602661133,4809000,,,,,,,
2025-03-25,33.68000030517578,34.525001525878906,33.61000061035156,33.709999084472656,33.33623504638672,3650900,,,,,,,
2025-03-26,34.09000015258789,34.45000076293945,33.060001373291016,33.34000015258789,32.970340728759766,3343700,,,,,,,
2025-03-27,32.33000183105469,32.849998474121094,31.799999237060547,31.979999542236328,31.62541961669922,6066800,,,,,,,
2025-03-28,32.04999923706055,32.18000030517578,30.510000228881836,30.65999984741211,30.320051193237305,6446600,,,,,,,
2025-03-31,29.739999771118164,30.625,28.799999237060547,30.5,30.161827087402344,4982200,,,,,,,
2025-04-01,30.299999237060547,30.540000915527344,29.399999618530273,30.139999389648438,29.805818557739258,4272500,,,,,,,
2025-04-02,29.579999923706055,31.09000015258789,29.450000762939453,30.84000015258789,30.498058319091797,6289800,,,,,,,
2025-04-03,28.850000381469727,28.989999771118164,27.125,27.329999923706055,27.026975631713867,9025500,,,,,,,
2025-04-04,26.280000686645508,26.540000915527344,23.6200008392334,24.809999465942383,24.534915924072266,13147200,,,,1.7857142857142858,,,
2025-04-07,23.920000076293945,26.260000228881836,23.020999908447266,24.59000015258789,24.31735610961914,7462000,,,,1.8977858679635184,,,
2025-04-08,25.219999313354492,25.8799991607666,22.100000381469727,22.56999969482422,22.319751739501953,8923900,,,,2.039214406694685,,,
2025-04-09,22.1299991607666,26.670000076293945,21.530000686645508,25.860000610351562,25.57327651977539,13028200,,,,2.3277856281825473,,,
2025-04-10,24.559999465942383,24.709999084472656,22.475000381469727,23.75,23.486669540405273,11076600,,,,2.4702856881277904,,,
2025-04-11,24.219999313354492,25.010000228881836,23.860000610351562,24.75,24.475582122802734,7486000,,,,2.4660000119890486,,,
2025-04-14,25.520000457763672,25.90999984741211,24.6200008392334,25.010000228881836,24.732698440551758,5833800,29.569000148773192,,,2.482785633632115,35.77000045776367,21.530000686645508,6676870.0
