Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,MA200,ATR14,20D_HIGH,20D_LOW,AVG_VOL_20
2025-03-17,206.1199951171875,211.14999389648438,205.7100067138672,210.10000610351562,206.04454040527344,3318900,,,,,,,
2025-03-18,209.4600067138672,209.9499969482422,204.97000122070312,205.33999633789062,201.37640380859375,1894300,,,,,,,
2025-03-19,204.57000732421875,205.3000030517578,202.8000030517578,204.8699951171875,200.9154815673828,1787800,,,,,,,
2025-03-20,207.13999938964844,212.91000366210938,207.13999938964844,210.17999267578125,206.12298583984375,2542700,,,,,,,
2025-03-21,208.4600067138672,210.9199981689453,205.50999450683594,206.47000122070312,202.48460388183594,2888200,,,,,,,
2025-03-24,207.0,208.00999450683594,205.72999572753906,207.3000030517578,203.29859924316406,1240800,,,,,,,
2025-03-25,207.85000610351562,209.35000610351562,206.11000061035156,208.1199951171875,204.10275268554688,1064600,,,,,,,
2025-03-26,209.32000732421875,211.22999572753906,208.02999877929688,209.27999877929688,205.2403564453125,1086700,,,,,,,
2025-03-27,210.6199951171875,210.6199951171875,207.5,209.2899932861328,205.25015258789062,1827500,,,,,,,
2025-03-28,209.83999633789062,209.83999633789062,204.8000030517578,206.4499969482422,202.46498107910156,2113400,,,,,,,
2025-03-31,206.0399932861328,208.4600067138672,205.08999633789062,207.07000732421875,203.07302856445312,1926300,,,,,,,
2025-04-01,207.7899932861328,210.17999267578125,206.36000061035156,207.5,203.49473571777344,1583600,,,,,,,
2025-04-02,206.63999938964844,207.52999877929688,203.77000427246094,205.42999267578125,201.4646759033203,1674700,,,,,,,
2025-04-03,202.47000122070312,208.44000244140625,202.27999877929688,205.32000732421875,201.3568115234375,2010700,,,,4.324999128069196,,,
2025-04-04,202.35000610351562,203.64999389648438,186.22999572753906,186.57000732421875,182.96873474121094,3352200,,,,5.300000871930804,,,
2025-04-07,183.1999969482422,187.38999938964844,176.0,180.52999877929688,177.04531860351562,4062000,,,,5.7471433367047995,,,
2025-04-08,186.80999755859375,189.58999633789062,180.80999755859375,183.47000122070312,179.92857360839844,3087000,,,,6.212857927594866,,,
2025-04-09,180.0,194.22999572753906,180.0,193.0,189.2746124267578,2844000,,,,6.654999869210379,,,
2025-04-10,191.80999755859375,193.99000549316406,186.6300048828125,190.7899932861328,187.1072540283203,1895500,,,,6.794285365513393,,,
2025-04-11,189.4199981689453,193.3699951171875,187.02999877929688,192.5500030517578,188.8332977294922,1876900,201.48149948120118,,,7.084285191127232,212.91000366210938,176.0,2203890.0
2025-04-14,194.22000122070312,197.44000244140625,193.3699951171875,195.5,191.72634887695312,1631900,200.7514991760254,,,7.202141898018973,212.91000366210938,176.0,2119540.0
2025-04-15,196.2100067138672,197.9199981689453,194.33999633789062,194.5399932861328,190.78489685058594,1691600,200.2114990234375,,,7.229285103934152,212.91000366210938,176.0,2109405.0
2025-04-16,196.0800018310547,197.72000122070312,192.9199981689453,194.24000549316406,190.4906768798828,1596100,199.67999954223632,,,7.3492856706891745,212.91000366210938,176.0,2099820.0
2025-04-17,195.8000030517578,196.8300018310547,193.16000366210938,194.66000366210938,190.90257263183594,1905800,198.90400009155275,,,7.251428876604352,211.22999572753906,176.0,2067975.0
2025-04-21,192.05999755859375,192.99000549316406,184.6199951171875,186.9499969482422,183.34140014648438,1296100,197.9279998779297,,,7.727857317243304,211.22999572753906,176.0,1988370.0
2025-04-22,190.4199981689453,194.47999572753906,188.9499969482422,193.89999389648438,190.15725708007812,1499300,197.25799942016602,,,7.992857796805246,211.22999572753906,176.0,2001295.0
